34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,405,1,0,1,0,0,21,5,103,1,-1,0,1,0,0,0
36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,873,1,0,1,0,0,21,5,210,1,-1,0,1,0,0,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,656,0,0,1,0,0,21,5,261,1,-1,0,1,0,0,0
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2490,1,0,1,0,0,21,5,115,2,-1,0,1,0,0,0
33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1437,1,0,1,0,0,21,5,641,1,-1,0,1,0,0,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6659,1,0,1,0,0,21,5,83,1,-1,0,1,0,0,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1126,1,0,1,0,0,21,5,370,1,-1,0,1,0,0,0
34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3773,1,0,1,0,0,21,5,287,1,-1,0,1,0,0,0
34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1129,1,0,1,0,0,21,5,103,2,-1,0,1,0,0,0
30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,675,1,0,1,0,0,21,5,232,1,-1,0,1,0,0,0
36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,98,1,0,1,0,0,21,5,68,1,-1,0,1,0,0,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1914,1,0,1,0,0,21,5,192,1,-1,0,1,0,0,0
34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1270,1,0,1,0,0,21,5,494,3,-1,0,1,0,0,0
30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-98,1,0,1,0,0,21,5,166,7,-1,0,1,0,0,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,256,1,0,1,0,0,21,5,151,2,-1,0,1,0,0,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,435,1,0,1,0,0,21,5,204,1,-1,0,1,0,0,0
37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,7005,1,0,1,0,0,21,5,217,1,-1,0,1,0,0,0
38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,471,1,0,1,0,0,21,5,180,1,-1,0,1,0,0,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,467,1,0,1,0,0,21,5,494,2,-1,0,1,0,0,0
32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,323,1,0,1,0,0,21,5,530,2,-1,0,1,0,0,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,21,5,759,1,-1,0,1,0,0,0
31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1343,1,1,1,0,0,21,5,85,1,-1,0,1,0,0,0
51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,44,0,0,1,0,0,21,5,137,2,-1,0,1,0,0,0
30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,453,1,0,1,0,0,21,5,445,2,-1,0,1,0,0,0
35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,350,1,0,1,0,0,21,5,345,1,-1,0,1,0,0,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2693,1,0,1,0,0,21,5,16,1,-1,0,1,0,0,0
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1243,1,0,1,0,0,21,5,32,1,-1,0,1,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,883,1,0,1,0,0,21,5,648,1,-1,0,1,0,0,0
