54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,15,7,209,4,-1,0,1,0,0,0
37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,0,1,0,0,1,15,7,469,4,-1,0,1,0,0,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,15,7,216,7,-1,0,1,0,0,0
37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,729,1,0,0,1,0,15,7,115,5,-1,0,1,0,0,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,635,0,0,0,1,0,15,7,547,12,-1,0,1,0,0,0
35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,15,7,490,5,-1,0,1,0,0,0
40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,884,0,0,0,1,0,15,7,166,4,-1,0,1,0,0,0
58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4048,0,1,0,1,0,15,7,270,5,-1,0,1,0,0,0
46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,406,1,0,0,0,1,15,7,232,4,-1,0,1,0,0,0
49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,278,1,0,0,0,1,15,7,112,6,-1,0,1,0,0,0
36,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,898,0,0,0,1,0,15,7,118,5,-1,0,1,0,0,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-325,1,0,0,1,0,15,7,159,6,-1,0,1,0,0,0
52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,497,1,0,0,0,1,15,7,265,5,-1,0,1,0,0,0
42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,667,1,0,0,1,0,15,7,419,8,-1,0,1,0,0,0
31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,15,7,624,6,-1,0,1,0,0,0
54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,765,1,1,0,1,0,15,7,812,3,-1,0,1,0,0,0
44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,764,0,1,0,1,0,15,7,97,5,-1,0,1,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,107,0,0,0,0,1,15,7,119,8,-1,0,1,0,0,0
37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6014,1,0,0,1,0,15,7,163,6,-1,0,1,0,0,0
51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,463,1,1,0,1,0,15,7,114,4,-1,0,1,0,0,0
38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,83,0,1,0,0,1,15,7,32,7,-1,0,1,0,0,0
52,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,82,1,1,0,0,1,15,7,1142,4,-1,0,1,0,0,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,326,1,0,0,1,0,15,7,87,8,-1,0,1,0,0,0
53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6258,1,0,0,0,1,15,7,62,5,-1,0,1,0,0,0
60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,480,0,1,0,0,1,15,7,341,6,-1,0,1,0,0,0
36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,321,1,0,0,1,0,15,7,160,2,-1,0,1,0,0,0
25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,377,0,0,0,1,0,15,7,1412,4,-1,0,1,0,0,0
37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,459,0,0,0,0,1,16,7,61,14,-1,0,1,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16,7,41,6,-1,0,1,0,0,0
36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,16,7,276,4,-1,0,1,0,0,0
44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,345,1,0,0,0,1,16,7,208,8,-1,0,1,0,0,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1063,1,0,0,1,0,16,7,41,4,-1,0,1,0,0,0
32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,210,1,0,0,1,0,16,7,298,2,-1,0,1,0,0,0
36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,446,1,0,0,0,1,16,7,174,5,-1,0,1,0,0,0
29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,16,7,186,4,-1,0,1,0,0,0
53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2818,1,0,0,1,0,16,7,350,7,-1,0,1,0,0,0
48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,300,0,1,0,1,0,16,7,52,8,-1,0,1,0,0,0
49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16,7,46,8,-1,0,1,0,0,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,16,7,510,3,-1,0,1,0,0,0
